fraig> cirr tests.fraig/sim12.aag
[60] 3045 8657
[61] 3132 7844
[62] 3049 8644
[63] 3116 8282
[64] 3098 8369
[65] 3058 8600
[66] 3101 8354
[67] 3052 8630
[68] 3068 8524
[69] 3055 8615
[70] 3072 8507
[71] 3125 8233
[72] 3226 6437
[73] 3482 6439
[74] 3442 6652
[75] 4129 6194
[76] 3922 7233
[77] 3202 6569
[78] 3232 6396
[79] 3054 8610
[80] 1596 5105
[81] 3601 8424
[82] 3228 6420
[83] 3082 8441
[84] 3216 6494
[85] 3088 8415
[86] 3358 8416
[87] 3105 8330
[88] 3131 7859
[89] 3067 8519
[90] 3194 6616
[91] 3127 8070
[92] 3212 6517
[93] 1029 7411
[94] 3627 8228
[95] 3581 8607
[96] 3575 8652
[97] 2395 5978
[98] 2386 6116
[99] 2442 5293
[100] 3192 6629
[101] 3448 6631
[102] 3206 6547
[103] 3094 8381
[104] 3208 6537
[105] 3240 6352
[106] 4058 6344
[107] 2459 5117
[108] 2392 6026
[109] 2407 5795
[110] 3942 7203
[111] 1365 7341
[112] 2462 5072
[113] 2426 5529
[114] 2436 5384
[115] 2453 5155
[116] 3619 8289
[117] 3609 8364
[118] 3617 8304
[119] 3597 8454
[120] 3603 8400
[121] 3621 8274
[122] 3881 8340
[123] 3577 8637
[124] 3589 8517
[125] 2404 5838
[126] 2419 5615
[127] 2468 4982
[128] 2410 5750
[129] 2695 8246
[130] 1099 7388
[131] 2533 6018
[132] 3251 6183
[133] 2561 5700
[134] 3924 7230
[135] 3910 7251
[136] 3944 7200
[137] 3938 7209
[138] 3952 7188
[139] 3956 7182
[140] 3946 7197
[141] 3048 8639
[142] 2641 7857
[143] 3121 8249
[144] 3391 8250
[145] 3115 8277
[146] 3076 8480
[147] 3112 8292
[148] 2553 5787
[149] 2664 8482
[150] 3508 6176
[151] 3916 7242
[152] 3914 7245
[153] 3954 7185
[154] 3958 7179
[155] 3936 7212
[156] 3966 7167
[157] 3912 7248
[158] 3638 7093
[159] 914 7548
[160] 3908 7254
[161] 3950 7191
[162] 3906 7257
[163] 3926 7227
[164] 3932 7218
[165] 3409 7061
[166] 3298 5147
[167] 1296 7891
[168] 3904 7260
[169] 3960 7176
[170] 3930 7221
[171] 3962 7173
[172] 3964 7170
[173] 3948 7194
[174] 3934 7215
[175] 3920 7236
[176] 3554 5161
[177] 1486 5980
[178] 2545 5884
[179] 2525 6110
[180] 2432 5435
[181] 2439 5342
[182] 3189 6175
[183] 2521 6141
[184] 2429 5477
[185] 2381 6135
[186] 4048 6395
[187] 4054 6367
[188] 1890 7745
[189] 4050 6385
[190] 4056 6351
[191] 2977 6308
[192] 625 7449
[193] 1308 7349
[194] 1949 7617
[195] 3274 5711
[196] 665 7439
[197] 603 7507
[198] 969 7420
[199] 1421 5935
[200] 2582 5479
[201] 2474 4895
[202] 2557 5742
[203] 2382 6154
[204] 2541 5933
[205] 2350 5890
[206] 3256 6118
[207] 630 5198
[208] 662 7070
[209] 2458 5118
[210] 2529 6073
[211] 2549 5844
[212] 2617 5119
[213] 3918 7239
[214] 3928 7224
[215] 3940 7206
[216] 1031 7423
[217] 2701 7842
[218] 3304 5018
[219] 3276 5667
[220] 3292 5283
[221] 2417 5641
[222] 4193 4853
[223] 3651 6958
[224] 7830 7831
[225] 2888 7846
[226] 2682 7837
[227] 3778 4810
[228] 1564 5060
[229] 1269 7902
[230] 2902 7828
[231] 1811 8157
[232] 542 5110
[233] 769 5335
[234] 348 4830
[235] 1616 6061
[236] 741 5248
[237] 3026 5181
[238] 2547 !5873
[239] 3657 6937
[240] 1229 7372
[241] 2370 6661
[242] 2677 8384
[243] 2648 8613
[244] 621 4717
[245] 660 7082
[246] 801 8033
[247] 1834 6924
[248] 1394 7344
[249] 475 7474
[250] 2147 6127
[251] 616 7446
[252] 864 7538
[253] 3599 8439
[254] 3593 8479
[255] 3629 8068
[256] 3595 8469
[257] 3605 8394
[258] 3585 8577
[259] 3615 8322
[260] 3625 8243
[261] 3579 8622
[262] 3587 8562
[263] 3572 8669
[264] 3591 8502
[265] 3613 8338
[266] 3607 8379
[267] 3623 8258
[268] 3583 8592
[269] 3069 8065
[270] 3673 6844
[271] 3111 8320
[272] 474 7475
[273] 1453 7330
[274] 1618 6022
[275] 2573 5556
[276] 2021 8477
[277] 759 5287
[278] 2339 6673
[279] 823 7991
[280] 1872 8574
[281] 2543 !5907
[282] 1647 7307
[283] 946 7414
[284] 494 7458
[285] 2692 8279
[286] 2651 8597
[287] 2644 8641
[288] 2668 8443
[289] 2655 8567
[290] 1393 7345
[291] 483 7494
[292] 865 7539
[293] 1910 7273
[294] 1070 7402
[295] 894 7543
[296] 1004 7405
[297] 1519 7326
[298] 1426 7332
[299] 2657 8521
[300] 1349 7895
[301] 1476 8199
[302] 1003 7406
[303] 3040 4863
[304] 1333 5794
[305] 1804 !5766
[306] 1883 6051
[307] 2619 5055
[308] 1531 5015
[309] 1499 4970
[310] 4408 !6181
[311] 816 5336
[312] 2467 5000
[313] 1859 7706
[314] 1139 7931
[315] 945 7415
[316] 3022 5276
[317] 871 7994
[318] 4441 4762
[319] 800 8016
[320] 1838 5765
[321] 4456 4747
[322] 2373 6727
[323] 3548 5282
[324] 3556 5107
[325] 3564 4927
[326] 1079 !5008
[327] 2235 8391
[328] 3030 5102
[329] 2451 5182
[330] 3445 6637
[331] 4345 6647
[332] 2288 8089
[333] 3949 7192
[334] 4314 7193
[335] 2693 8280
[336] 2662 8505
[337] 2653 8583
[338] 447 7471
[339] 2679 8367
[340] 1377 5454
[341] 1557 7324
[342] 468 5038
[343] 799 8003
[344] 1107 5184
[345] 2620 5035
[346] 1831 !6780
[347] 1397 7594
[348] 1407 7897
[349] 1840 8213
[350] 2899 8074
[351] 899 !4999
[352] 4322 7169
[353] 3965 7168
[354] 2219 7772
[355] 3148 7038
[356] 2815 5591
[357] 4346 6636
[358] 3447 6625
[359] 3861 8494
[360] 1687 6171
[361] 1381 7896
[362] 1572 8197
[363] 692 8017
[364] 2569 5621
[365] 2603 5241
[366] 2574 5564
[367] 2485 7851
[368] 2471 4929
[369] 2465 5028
[370] 471 7461
[371] 676 7867
[372] 1936 !5870
[373] 2368 7104
[374] 721 5243
[375] 2328 8536
[376] 3050 8650
[377] 2973 5061
[378] 1179 7395
[379] 2501 7046
[380] 1386 7703
[381] 1833 6711
[382] 1912 7278
[383] 1417 5593
[384] 1177 7377
[385] 1817 7290
[386] 4468 4735
[387] 2027 8119
[388] 1096 5609
[389] 2592 !5359
[390] 1027 7407
[391] 1214 !5261
[392] 1496 !6770
[393] 1017 7961
[394] 1922 6092
[395] 4268 8563
[396] 1549 !1581
[397] 2705 7158
[398] 1654 6760
[399] 2563 !5683
[400] 965 5524
[401] 2710 7126
[402] 1839 8140
[403] 770 5337
[404] 1610 5822
[405] 1871 8135
[406] 2716 7112
[407] 1203 !2754 2959 5675 !5697 5698
[408] 2338 6854
[409] 1941 8124
[410] 2441 5314
[411] 1361 5881
[412] 4360 6475
[413] 3715 6469
[414] 2019 !5904
[415] 1636 8435
[416] 2405 5804
[417] 1046 5610
[418] 2427 5491
[419] 1628 6705
[420] 1163 5405
[421] 4472 4712
[422] 1412 7877
[423] 3885 8311
[424] 1488 5937
[425] 597 7072
[426] 2531 6048
[427] 925 7957
[428] 3062 8590
[429] 3897 8071
[430] 4385 !6259
[431] 3767 5296
[432] 1678 7294
[433] 1409 7908
[434] 1011 5006
[435] 986 7953
[436] 1645 2746 !2951 6042 6070 !6071
[437] 3663 6892
[438] 2421 5588
[439] 1939 8336
[440] 2685 8326
[441] 2877 8491
[442] 3849 8609
[443] 1603 8204
[444] 4335 6940
[445] 3941 7204
[446] 4310 7205
[447] 3771 5121
[448] 872 7993
[449] 4469 !4734
[450] 3634 7164
[451] 309 !313
[452] 3649 6998
[453] 1785 7697
[454] 1343 7036
[455] 2687 8306
[456] 2678 8366
[457] 2676 8383
[458] 1562 6703
[459] 1688 6170
[460] 1916 7676
[461] 1559 7600
[462] 1960 6126
[463] 1574 8189
[464] 3018 5374
[465] 318 !325
[466] 2118 2345 6098
[467] 2193 6877
[468] 705 4886
[469] 2354 5142
[470] 4281 8339
[471] 1114 !1146
[472] 1674 5919
[473] 4297 7244
[474] 3915 7243
[475] 1309 7365
[476] 1369 7592
[477] 2511 6737
[478] 3774 4986
[479] 1118 5614
[480] 3477 6457
[481] 4350 6590
[482] 727 !4879
[483] 2487 8465
[484] 2854 5003
[485] 1404 !5313
[486] 2246 7816
[487] 3769 5208
[488] 2095 5923
[489] 4366 6406
[490] 2433 5416
[491] 2726 !6995
[492] 1592 7030
[493] 3453 6591
[494] 2141 8104
[495] 1728 6678
[496] 1876 8128
[497] 2852 5011
[498] 877 7967
[499] 2688 8307
[500] 1493 7337
[501] 3863 8485
[502] 794 5339
[503] 3130 8226
[504] 2972 5106
[505] 2767 5104
[506] 3102 8361
[507] 1068 !2756 2961 5584 !5618 5619
[508] 1961 7687
[509] 1242 5445
[510] 1074 7578
[511] 1384 8316
[512] 651 7436
[513] 1479 5728
[514] 4488 4587
[515] 3093 8398
[516] 2340 6672
[517] 2263 7847
[518] 989 8422
[519] 2867 8629
[520] 1072 7396
[521] 4450 4753
[522] 655 5199
[523] 460 4951
[524] 1420 !1448
[525] 3066 8575
[526] 1087 7942
[527] 1805 5776
[528] 387 4836
[529] 654 !4550
[530] 1440 5495
[531] 1492 7334
[532] 2179 2240 4724 4799
[533] 1485 !1514
[534] 1600 !5630
[535] 4283 8305
[536] 2454 5125
[537] 1893 !6782
[538] 1180 7583
[539] 960 7965
[540] 738 7431
[541] 4262 8653
[542] 4047 6417
[543] 4365 6418
[544] 1691 !6776
[545] 2047 !7689
[546] 2234 8093
[547] 2884 8403
[548] 3161 6952
[549] 4333 6974
[550] 1133 5269
[551] 1832 6965
[552] 1842 8158
[553] 1812 8156
[554] 3980 6975
[555] 2861 4889
[556] 2891 8308
[557] 4436 !4943
[558] 456 5037
[559] 1154 7393
[560] 4453 4750
[561] 2528 6054
[562] 1607 8190
[563] 2520 6148
[564] 2123 7625
[565] 2785 6049
[566] 2839 5232
[567] 4271 8489
[568] 1145 !1169
[569] 844 5341
